ID	genbank name	AHRD name
CNAG_02292	copper chaperone	Superoxide dismutase 1 copper chaperone
CNAG_02293	hypothetical protein	Unknown protein
CNAG_02294	phosphoribosylaminoimidazole carboxylase	Phosphoribosylglycinamide formyltransferase 2
CNAG_02295	phosphotransferase enzyme family protein	Acyl-CoA dehydrogenase family member 11
CNAG_02296	ATP-binding protein	Ribokinase
CNAG_02297	hypothetical protein	Unknown protein
CNAG_02298	niemann-Pick C1 protein	Niemann-Pick C1 protein
CNAG_02299	hypothetical protein	Probable vesicular acetylcholine transporter-B
CNAG_02300	hypothetical protein	Unknown protein
CNAG_02301	lupus La protein	Lupus La protein homolog
CNAG_02302	hypothetical protein	Unknown protein
CNAG_02303	pre-mRNA-splicing factor ATP-dependent RNA helicase PRP16	ATP-dependent RNA helicase A
CNAG_02304	mitochondrial distribution and morphology protein 34	Mitochondrial distribution and morphology protein 34 Mitochondrial distribution and morphology protein 34
CNAG_02305	hypothetical protein	Unknown protein
CNAG_02306	molybdopterin binding domain-containing protein	Putative competence-damage inducible protein
CNAG_02307	L-serine ammonia-lyase	L-serine dehydratase
CNAG_02308	hypothetical protein	Unknown protein
CNAG_02309	FK506-binding protein 2	Peptidyl-prolyl cis-trans isomerase
CNAG_02310	casein kinase II subunit beta	Casein kinase II subunit beta-2
CNAG_02311	hypothetical protein	Unknown protein
CNAG_02312	patatin-like phospholipase domain-containing protein	Patatin-like phospholipase domain-containing protein CNBE2340
CNAG_02313	hypothetical protein	Vacuolar protein sorting-associated protein 37A
CNAG_02314	hypothetical protein	Unknown protein
CNAG_02315	ubiquinol-cytochrome c reductase, iron-sulfur subunit	Cytochrome b6-f complex iron-sulfur subunit
CNAG_02316	hypothetical protein	Ribonuclease 3
CNAG_02317	protein arginine N-methyltransferase 3	Probable protein arginine N-methyltransferase
CNAG_02318	hypothetical protein	Unknown protein
CNAG_02319	hypothetical protein	Unknown protein
CNAG_02321	hypothetical protein	Unknown protein
CNAG_02322	hypothetical protein	Unknown protein
CNAG_02323	hypothetical protein	DNA ligase 2
CNAG_02324	hypothetical protein	Unknown protein
CNAG_02325	mitochondrial protein	Mitochondrial calcium uniporter regulator 1
CNAG_02326	V-type proton ATPase catalytic subunit A	V-type ATP synthase alpha chain
CNAG_02327	xaa-Pro dipeptidase	Probable Xaa-Pro aminopeptidase
CNAG_02328	pre-rRNA-processing protein TSR1	Pre-rRNA-processing protein TSR1 homolog
CNAG_02330	large subunit ribosomal protein L21e	60S ribosomal protein L21-A
CNAG_02331	small subunit ribosomal protein S9	40S ribosomal protein S9-A
CNAG_02332	hypothetical protein	Unknown protein
CNAG_02333	hypothetical protein	Unknown protein
CNAG_02334	hypothetical protein	Unknown protein
CNAG_02335	hypothetical protein	UPF0364 protein C6orf211 homolog
CNAG_02336	hypothetical protein	Putative multidrug resistance protein MdtD Putative multidrug resistance protein MdtD
CNAG_02337	uracil phosphoribosyltransferase	Uracil phosphoribosyltransferase
CNAG_02338	cellular nucleic acid-binding protein	Gag-Pol polyprotein
CNAG_02339	hypothetical protein	Unknown protein
CNAG_02340	hypothetical protein	UPF0428 protein CXorf56 homolog
CNAG_02341	cyclin binding protein	Arrestin-related trafficking adapter 3
CNAG_02342	hypothetical protein	Unknown protein
CNAG_02343	hypothetical protein	Unknown protein
CNAG_02344	uracil phosphoribosyltransferase	Uracil phosphoribosyltransferase
CNAG_02345	polycomb protein EED	Polycomb protein EED Polycomb protein EED
CNAG_02347	hypothetical protein	Unknown protein
CNAG_02348	hypothetical protein	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3
CNAG_02349	hypothetical protein	Unknown protein
CNAG_02350	hypothetical protein	Unknown protein
CNAG_02351	hypothetical protein	Unknown protein
CNAG_02353	betaine lipid synthase	Unknown protein
CNAG_02354	large subunit ribosomal protein L2	50S ribosomal protein L2
CNAG_02355	solute carrier family 35 (UDP-xylose/UDP-N-acetylglucosamine transporter), member B4	UDP-xylose and UDP-N-acetylglucosamine transporter
CNAG_02356	phosphatidylinositol glycan, class F	Glycosylphosphatidylinositol anchor biosynthesis protein 11
CNAG_02357	STE/STE7/MKK protein kinase	Serine/threonine-protein kinase 3
CNAG_02358	MRP family ATP-binding protein	Cytosolic Fe-S cluster assembly factor nubp1
CNAG_02359	small subunit ribosomal protein S25e	40S ribosomal protein S25-A
CNAG_02360	hypothetical protein	Unknown protein
CNAG_02361	MFS transporter, ACS family, pantothenate transporter	Probable glucarate transporter
CNAG_02362	hypothetical protein	Unknown protein
CNAG_02363	SCR1 protein	Caffeine resistance protein 5
CNAG_02364	hypothetical protein	Aflatoxin biosynthesis regulatory protein
CNAG_02365	amidase	Glutamyl-tRNA(Gln) amidotransferase subunit A
CNAG_02366	4-aminobutyrate aminotransferase	4-aminobutyrate aminotransferase
CNAG_02367	GTP-binding protein ypt3	Ras-related protein Rab-2B
CNAG_02368	hypothetical protein	ERI1 exoribonuclease 3
CNAG_02371	coiled-coil domain-containing protein 130	Coiled-coil domain-containing protein 130
CNAG_02372	enoyl reductase	Very-long-chain enoyl-CoA reductase
CNAG_02373	ATP-binding protein	Vacuolar protein sorting-associated protein 33 homolog
CNAG_02374	hypothetical protein	Gamma-tubulin complex component 4 homolog
CNAG_02375	polyphosphoinositide phosphatase	Polyphosphoinositide phosphatase
CNAG_02376	hypothetical protein	Unknown protein
CNAG_02377	aldehyde dehydrogenase	Betaine aldehyde dehydrogenase
CNAG_02378	H/ACA ribonucleoprotein complex subunit 2	50S ribosomal protein L7Ae
CNAG_02381	hypothetical protein	Unknown protein
CNAG_02382	ribosome biogenesis protein BRX1	Ribosome biogenesis protein BRX1
CNAG_02383	trimethylguanosine synthase	Trimethylguanosine synthase
CNAG_02384	hypothetical protein	Required for respiratory growth protein 7, mitochondrial
CNAG_02385	DNA primase small subunit	DNA primase small subunit
CNAG_02386	hypothetical protein	Unknown protein
CNAG_02387	hypothetical protein	Unknown protein
CNAG_02388	hypothetical protein	Transcription factor bHLH140
CNAG_02389	AGC protein kinase	Protein kinase C-like 2
CNAG_02392	hypothetical protein	Unknown protein
CNAG_02393	hypothetical protein	Tip elongation aberrant protein Tea4
CNAG_02394	hypothetical protein	Coenzyme Q-binding protein COQ10, mitochondrial
CNAG_02395	ubiquitin carboxyl-terminal hydrolase 9/13	Ubiquitin carboxyl-terminal hydrolase 2
CNAG_02396	hypothetical protein	NF-kappa-B-activating protein
CNAG_02397	hypothetical protein	Unknown protein
CNAG_02398	hypothetical protein	Unknown protein
CNAG_02399	glutathione-disulfide reductase	Glutathione reductase
CNAG_02400	hypothetical protein	Proteasomal ubiquitin receptor ADRM1 homolog
CNAG_02401	G patch domain-containing protein 1	G patch domain-containing protein 1
CNAG_02402	hypothetical protein	WD repeat-containing protein 7
CNAG_02403	NADH dehydrogenase (ubiquinone) 1 beta subcomplex 9	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9
CNAG_02404	nuclear segregation protein Bfr1	Nuclear segregation protein BFR1
CNAG_02405	hypothetical protein	Unknown protein
CNAG_02406	cell division control protein 45	Cell division control protein 45 homolog
CNAG_02407	phospholipase D	Phospholipase D1
CNAG_02408	hypothetical protein	Unknown protein
CNAG_02409	hypothetical protein	Receptor expression-enhancing protein 4
CNAG_02412	rRNA-processing protein CGR1	rRNA-processing protein CGR1 rRNA-processing protein CGR1
CNAG_02413	hypothetical protein	Unknown protein
CNAG_02414	hypothetical protein	Unknown protein
CNAG_02415	annexin XIV	Annexin A7
CNAG_02416	hypothetical protein	Unknown protein
CNAG_02417	lipase/esterase	Hormone-sensitive lipase
CNAG_02418	asparagine-tRNA ligase	Asparagine--tRNA ligase
CNAG_02419	hypothetical protein	Unknown protein
CNAG_02420	hypothetical protein	FYVE, RhoGEF and PH domain-containing protein 2
CNAG_02421	hypothetical protein	Unknown protein
CNAG_02422	hypothetical protein	Nuclear receptor 2C2-associated protein
CNAG_02423	hypothetical protein	Unknown protein
CNAG_02424	hypothetical protein	Unknown protein
CNAG_02425	hypothetical protein	Promoter of filamentation protein 1
CNAG_02426	pre-mRNA-splicing factor SYF1	Pre-mRNA-splicing factor SYF1 Pre-mRNA-splicing factor SYF1
CNAG_02427	hypothetical protein	Isochorismatase domain-containing protein 1
CNAG_02428	GC-rich sequence DNA-binding factor	PAX3- and PAX7-binding protein 1
CNAG_02429	hypothetical protein	Unknown protein
CNAG_02430	ABC transporter ABCC.6	Lipid A export ATP-binding/permease protein MsbA
CNAG_02431	TatD DNase	Tat-linked quality control protein TatD
CNAG_02432	hypothetical protein	Unknown protein
CNAG_02433	thiol oxidase	FAD-linked sulfhydryl oxidase ERV2
CNAG_02434	copper chaperone	Copper transport protein ATOX1
CNAG_02435	white collar 2 protein	White collar 2 protein
CNAG_02436	hypothetical protein	Actin-related protein 10
CNAG_02437	rRNA biogenesis protein RRP5	rRNA biogenesis protein rrp5
CNAG_02438	hypothetical protein	Unknown protein
CNAG_02439	hypothetical protein	Isochorismatase domain-containing protein 1
CNAG_02440	cation-transporting ATPase	Chaperone protein HtpG
CNAG_02441	hypothetical protein	Rho guanine nucleotide exchange factor 4
CNAG_02442	hypothetical protein	PITH domain-containing protein 1
CNAG_02443	NADH dehydrogenase	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10-B
CNAG_02444	hypothetical protein	Protein MEMO1 homolog
CNAG_02445	phosphoacetylglucosamine mutase	Phosphoglucosamine mutase
CNAG_02446	response regulator receiver protein	Unknown protein
CNAG_02447	hypothetical protein	Unknown protein
CNAG_02448	hypothetical protein	Unknown protein
CNAG_02449	long-chain fatty acid CoA ligase	4-coumarate--CoA ligase 1
CNAG_02452	hypothetical protein	Unknown protein
CNAG_02453	hypothetical protein	Paladin
CNAG_02454	H/ACA ribonucleoprotein complex non-core subunit NAF1	Unknown protein
CNAG_02455	choline transporter	Amino-acid permease 2
CNAG_02457	importin beta-2 subunit	Transportin-1
CNAG_02458	GTPase activating protein	Rho-GTPase-activating protein 8
CNAG_02459	Atypical/ABC1/ABC1-A protein kinase	Probable ubiquinone biosynthesis protein UbiB
CNAG_02460	coproporphyrinogen III oxidase	Coproporphyrinogen-III oxidase, aerobic 2
CNAG_02463	hypothetical protein	Unknown protein
CNAG_02464	5-oxoprolinase (ATP-hydrolysing)	5-oxoprolinase
CNAG_02465	allantoate permease	Putative tartrate transporter
CNAG_02466	hypothetical protein	Nitrogen assimilation transcription factor nit-4
CNAG_02467	DNA repair/transcription protein MET18/MMS19	MMS19 nucleotide excision repair protein homolog
CNAG_02468	AP-3 complex subunit delta-1	AP-3 complex subunit delta
CNAG_02469	cytoplasmic protein	COBW domain-containing protein 1
CNAG_02470	phosphoric monoester hydrolase	Bis(5'-nucleosyl)-tetraphosphatase, symmetrical
CNAG_02471	hypothetical protein	Unknown protein
CNAG_02472	endosomal P24A protein	Transmembrane 9 superfamily member 1
CNAG_02473	endoplasmic reticulum protein	Protein fmp52, mitochondrial
CNAG_02475	flavin-containing monooxygenase	Dimethylaniline monooxygenase [N-oxide-forming] 5
CNAG_02476	hypothetical protein	Essential kinetochore protein, component of the CBF3 complex that binds the CDEIII region of the centromere
CNAG_02477	hypothetical protein	Uncharacterized protein SERP1457 Uncharacterized protein SE_1604
CNAG_02478	glycerol dehydrogenase	Putative reductase 1
CNAG_02479	monosaccharide transporter	Monosaccharide-sensing protein 2
CNAG_02480	cell cycle checkpoint control protein RAD9A	Unknown protein
CNAG_02481	vacuolar protein	Probable S-acyltransferase
CNAG_02482	translation machinery-associated protein 22	Translation machinery-associated protein 22 Translation machinery-associated protein 22
CNAG_02483	hypothetical protein	Unknown protein
CNAG_02484	peptidyl-prolyl cis-trans isomerase	Peptidyl-prolyl cis-trans isomerase E
CNAG_02485	ATP synthase F1, gamma subunit	ATP synthase gamma chain
CNAG_02486	translation initiation factor 2 subunit 2	Translation initiation factor 2 subunit beta
CNAG_02487	3-hydroxy acyl-CoA dehydratase	Probable very-long-chain (3R)-3-hydroxyacyl-[acyl-carrier protein] dehydratase
CNAG_02488	methionyl-tRNA formyltransferase	Hydrogenase maturation factor HoxX
CNAG_02489	alcohol dehydrogenase, propanol-preferring	Mannitol dehydrogenase
CNAG_02490	DNA repair protein MRE11	DNA double-strand break repair protein Mre11
CNAG_02491	nuclear protein	EP300-interacting inhibitor of differentiation 3
CNAG_02492	peptidyl-prolyl cis-trans isomerase-like 3	Peptidyl-prolyl cis-trans isomerase-like 1
CNAG_02493	hypothetical protein	Sphingoid long-chain base transporter RSB1
CNAG_02494	carboxypeptidase D	Pheromone-processing carboxypeptidase kex1
CNAG_02495	cytoplasmic protein	Uncharacterized protein YLR063W
CNAG_02496	hypothetical protein	Unknown protein
CNAG_02497	thaumatin family protein	Thaumatin-like protein 1a
CNAG_02498	hypothetical protein	Lethal(2) giant larvae protein homolog 2
CNAG_02499	hypothetical protein	Unknown protein
CNAG_02500	calnexin	Calreticulin
CNAG_02501	hypothetical protein	Protein phosphatase inhibitor 2
CNAG_02502	ATP-dependent RNA helicase DBP3	ATP-dependent RNA helicase dbp2
CNAG_02503	glutathione peroxidase	Glutathione peroxidase 2
CNAG_02504	hypothetical protein	Golgin subfamily A member 7
CNAG_02505	cardiolipin-specific phospholipase	1-acylglycerol-3-phosphate O-acyltransferase ABHD5
CNAG_02506	3,4-dihydroxy-2-butanone-4-phosphate synthase	3,4-dihydroxy-2-butanone 4-phosphate synthase
CNAG_02507	translation initiation factor 3 subunit H	Eukaryotic translation initiation factor 3 subunit H
CNAG_02508	hypothetical protein	Unknown protein
CNAG_02509	hypothetical protein	Unknown protein
CNAG_02510	hypothetical protein	Unknown protein
CNAG_02511	CMGC/MAPK protein kinase	Mitogen-activated protein kinase 4
CNAG_02512	DNA repair protein RAD16	Putative DNA helicase INO80
CNAG_02514	hypothetical protein	Unknown protein
CNAG_02515	hypothetical protein	Sporulation-specific protein spo7
CNAG_02516	hypothetical protein	Hairy/enhancer-of-split related with YRPW motif-like protein
CNAG_02517	hypothetical protein	Unknown protein
CNAG_02519	mitochondria fission 1 protein	Mitochondria fission 1 protein Mitochondria fission 1 protein
CNAG_02520	DNA-directed RNA polymerase III subunit RPC4	DNA-directed RNA polymerase III subunit RPC4
CNAG_02521	hypothetical protein	Unknown protein
CNAG_02522	solute carrier family 25 (mitochondrial iron transporter), member 28/37	Mitochondrial substrate carrier family protein J
CNAG_02523	hypothetical protein	Unknown protein
CNAG_02524	hypothetical protein	Unknown protein
CNAG_02525	hypothetical protein	Unknown protein
CNAG_02526	hypothetical protein	Unknown protein
CNAG_02527	multidrug transporter	Polyamine transporter 1
CNAG_02528	hypothetical protein	Unknown protein
CNAG_02529	hypothetical protein	Unknown protein
CNAG_02530	hypothetical protein	Pre-mRNA polyadenylation factor fip1
CNAG_02531	CMGC/MAPK protein kinase	Mitogen-activated protein kinase 2
CNAG_02532	D-amino-acid oxidase	D-amino-acid oxidase
CNAG_02533	hypothetical protein	Unknown protein
CNAG_02534	tRNA 2'-phosphotransferase	Probable RNA 2'-phosphotransferase
CNAG_02535	hypothetical protein	IST1 homolog
CNAG_02536	transcription initiation factor TFIID subunit 6	Transcription initiation factor TFIID subunit 6
CNAG_02537	hypothetical protein	Unknown protein
CNAG_02538	hypothetical protein	Protein sfk1
CNAG_02539	AAT family amino acid transporter	Amino-acid permease 1
CNAG_02540	hypothetical protein	Putative tartrate transporter
CNAG_02541	cyclin-dependent protein kinase inhibitor	Ankyrin repeat domain-containing protein 16
CNAG_02542	fructosamine kinase	Protein-ribulosamine 3-kinase, chloroplastic
CNAG_02543	hypothetical protein	Unknown protein
CNAG_02544	DNA repair protein Swi5/Sae3	DNA repair protein SWI5 homolog
CNAG_02545	inorganic pyrophosphatase	Inorganic pyrophosphatase
CNAG_02546	transferase	Hypoxanthine-guanine phosphoribosyltransferase
CNAG_02547	nuclear pore complex protein Nup205	Nuclear pore complex protein Nup205
CNAG_02548	cobalamin synthesis protein	COBW domain-containing protein 2
CNAG_02549	hypothetical protein	Unknown protein
CNAG_02550	hypothetical protein	DNA-directed RNA polymerase II subunit RPB1
CNAG_02551	dihydroxyacetone kinase 1	Dihydroxyacetone kinase
CNAG_02552	transketolase	Probable transketolase
CNAG_02553	short-chain dehydrogenase	Dehydrogenase/reductase SDR family member 4
CNAG_02554	sugar transporter	Solute carrier family 2, facilitated glucose transporter member 3
CNAG_02555	hypothetical protein	Uncharacterized transcriptional regulatory protein C530.05
CNAG_02556	phytanoyl-CoA dioxygenase	Unknown protein
CNAG_02557	fungal specific transcription factor	Unknown protein
CNAG_02558	hypothetical protein	Unknown protein
CNAG_02561	spermine transporter	Polyamine transporter 2
CNAG_02562	acyl-CoA dehydrogenase	Acyl-CoA dehydrogenase
