[Gene ID]	[Organism]	[Genomic Location]	[Product Description]	
CNAG_01813	C. neoformans var. grubii H99	CneoH99_Chr11: 986,307 - 987,866 (+)	mannose-1-phosphate guanylyltransferase 	
CNAG_01814	C. neoformans var. grubii H99	CneoH99_Chr11: 988,162 - 989,929 (+)	conserved hypothetical protein 	
CNAG_01815	C. neoformans var. grubii H99	CneoH99_Chr11: 990,212 - 993,336 (-)	conserved hypothetical protein 	
CNAG_01816	C. neoformans var. grubii H99	CneoH99_Chr11: 993,525 - 994,432 (+)	predicted protein 	
CNAG_01817	C. neoformans var. grubii H99	CneoH99_Chr11: 994,427 - 996,872 (-)	signal recognition particle binding protein 	
CNAG_01818	C. neoformans var. grubii H99	CneoH99_Chr11: 997,282 - 998,359 (+)	ATP synthase mitochondrial F1 complex assembly factor 2 	
CNAG_01819	C. neoformans var. grubii H99	CneoH99_Chr11: 998,397 - 999,399 (-)	ribosomal protein L1 	
CNAG_01820	C. neoformans var. grubii H99	CneoH99_Chr11: 1,000,078 - 1,002,752 (+)	pyruvate kinase 	
CNAG_01821	C. neoformans var. grubii H99	CneoH99_Chr11: 1,003,468 - 1,004,577 (+)	conserved hypothetical protein 	
CNAG_01822	C. neoformans var. grubii H99	CneoH99_Chr11: 1,005,809 - 1,006,500 (+)	conserved hypothetical protein 	
CNAG_01823	C. neoformans var. grubii H99	CneoH99_Chr11: 1,007,280 - 1,008,995 (-)	myo-inositol monophosphatase 	
CNAG_01824	C. neoformans var. grubii H99	CneoH99_Chr11: 1,010,956 - 1,016,916 (+)	transmembrane protein 	
CNAG_01825	C. neoformans var. grubii H99	CneoH99_Chr11: 1,016,976 - 1,017,916 (-)	predicted protein 	
CNAG_01826	C. neoformans var. grubii H99	CneoH99_Chr11: 1,018,395 - 1,020,952 (-)	conserved hypothetical protein 	
CNAG_01827	C. neoformans var. grubii H99	CneoH99_Chr11: 1,021,653 - 1,024,292 (-)	conserved hypothetical protein 	
CNAG_01828	C. neoformans var. grubii H99	CneoH99_Chr11: 1,024,723 - 1,026,580 (+)	transcriptional activator 	
CNAG_01832	C. neoformans var. grubii H99	CneoH99_Chr11: 1,033,574 - 1,034,459 (-)	conserved hypothetical protein 	
CNAG_01833	C. neoformans var. grubii H99	CneoH99_Chr11: 1,034,729 - 1,035,979 (+)	cap binding protein 	
CNAG_01834	C. neoformans var. grubii H99	CneoH99_Chr11: 1,036,816 - 1,037,805 (-)	conserved hypothetical protein 	
CNAG_01835	C. neoformans var. grubii H99	CneoH99_Chr11: 1,038,260 - 1,041,361 (-)	receptor 	
CNAG_01836	C. neoformans var. grubii H99	CneoH99_Chr11: 1,042,367 - 1,044,262 (+)	long-chain acyl-CoA synthetase 	
CNAG_01837	C. neoformans var. grubii H99	CneoH99_Chr11: 1,044,646 - 1,047,888 (-)	vacuolar protein sorting-associated protein VPS35 	
CNAG_01839	C. neoformans var. grubii H99	CneoH99_Chr11: 1,048,604 - 1,049,606 (-)	transcriptional elongation regulator 	
CNAG_01840	C. neoformans var. grubii H99	CneoH99_Chr11: 1,050,189 - 1,052,129 (+)	beta1-tubulin 	
CNAG_01841	C. neoformans var. grubii H99	CneoH99_Chr11: 1,053,130 - 1,054,098 (+)	predicted protein 	
CNAG_01842	C. neoformans var. grubii H99	CneoH99_Chr11: 1,054,315 - 1,059,172 (-)	conserved hypothetical protein 	
CNAG_01843	C. neoformans var. grubii H99	CneoH99_Chr11: 1,059,516 - 1,060,651 (+)	elongation factor ts 	
CNAG_01844	C. neoformans var. grubii H99	CneoH99_Chr11: 1,060,967 - 1,063,291 (-)	tetracycline efflux protein 	
CNAG_01845	C. neoformans var. grubii H99	CneoH99_Chr11: 1,063,834 - 1,067,736 (-)	AGC-group protein kinase 	
CNAG_01846	C. neoformans var. grubii H99	CneoH99_Chr11: 1,069,935 - 1,072,337 (+)	flavoprotein 	
CNAG_01847	C. neoformans var. grubii H99	CneoH99_Chr11: 1,072,993 - 1,075,175 (-)	conserved hypothetical protein 	
CNAG_01848	C. neoformans var. grubii H99	CneoH99_Chr11: 1,077,440 - 1,082,155 (-)	conserved hypothetical protein 	
CNAG_01849	C. neoformans var. grubii H99	CneoH99_Chr11: 1,083,357 - 1,083,687 (-)	predicted protein 	
CNAG_01850	C. neoformans var. grubii H99	CneoH99_Chr11: 1,084,666 - 1,090,011 (-)	protein-histidine kinase 	
CNAG_01851	C. neoformans var. grubii H99	CneoH99_Chr11: 1,092,257 - 1,093,123 (+)	conserved hypothetical protein 	
CNAG_01852	C. neoformans var. grubii H99	CneoH99_Chr11: 1,093,461 - 1,095,066 (-)	CCR4-NOT transcription complex 	
CNAG_01853	C. neoformans var. grubii H99	CneoH99_Chr11: 1,095,268 - 1,095,746 (+)	conserved hypothetical protein 	
CNAG_01854	C. neoformans var. grubii H99	CneoH99_Chr11: 1,096,496 - 1,099,810 (-)	heparinase II/III family protein 	
CNAG_01855	C. neoformans var. grubii H99	CneoH99_Chr11: 1,100,329 - 1,101,301 (+)	conserved hypothetical protein 	
CNAG_01856	C. neoformans var. grubii H99	CneoH99_Chr11: 1,101,738 - 1,104,079 (+)	conserved hypothetical protein 	
CNAG_01857	C. neoformans var. grubii H99	CneoH99_Chr11: 1,104,571 - 1,105,157 (-)	conserved hypothetical protein 	
CNAG_01858	C. neoformans var. grubii H99	CneoH99_Chr11: 1,105,182 - 1,106,955 (+)	conserved hypothetical protein 	
CNAG_01859	C. neoformans var. grubii H99	CneoH99_Chr11: 1,108,389 - 1,111,106 (-)	conserved hypothetical protein 	
CNAG_01860	C. neoformans var. grubii H99	CneoH99_Chr11: 1,112,989 - 1,114,207 (+)	ornithine cyclodeaminase 	
CNAG_01861	C. neoformans var. grubii H99	CneoH99_Chr11: 1,114,579 - 1,115,818 (+)	conserved hypothetical protein 	
CNAG_01862	C. neoformans var. grubii H99	CneoH99_Chr11: 1,116,015 - 1,117,950 (-)	hexose transporter 	
CNAG_01863	C. neoformans var. grubii H99	CneoH99_Chr11: 1,120,095 - 1,124,697 (+)	SNF2-family ATP dependent chromatin remodeling factor snf21 	
CNAG_01864	C. neoformans var. grubii H99	CneoH99_Chr11: 1,125,357 - 1,127,365 (+)	conserved hypothetical protein 	
CNAG_01865	C. neoformans var. grubii H99	CneoH99_Chr11: 1,127,759 - 1,130,267 (+)	conserved hypothetical protein 	
CNAG_01866	C. neoformans var. grubii H99	CneoH99_Chr11: 1,130,384 - 1,133,806 (-)	conserved hypothetical protein 	
CNAG_01867	C. neoformans var. grubii H99	CneoH99_Chr11: 1,134,637 - 1,137,425 (-)	trp-asp repeats containing protein 	
CNAG_01868	C. neoformans var. grubii H99	CneoH99_Chr11: 1,137,673 - 1,138,771 (+)	RNA polymerase II elongator complex subunit 	
CNAG_01869	C. neoformans var. grubii H99	CneoH99_Chr11: 1,138,810 - 1,141,100 (-)	conserved hypothetical protein 	
CNAG_01870	C. neoformans var. grubii H99	CneoH99_Chr11: 1,141,320 - 1,142,566 (-)	mitochondrial protein 	
CNAG_01871	C. neoformans var. grubii H99	CneoH99_Chr11: 1,142,824 - 1,144,592 (+)	membrane glycoprotein spo14 	
CNAG_01872	C. neoformans var. grubii H99	CneoH99_Chr11: 1,144,950 - 1,145,855 (+)	copper ion transporter 	
CNAG_01873	C. neoformans var. grubii H99	CneoH99_Chr11: 1,146,302 - 1,147,219 (+)	conserved hypothetical protein 	
CNAG_01874	C. neoformans var. grubii H99	CneoH99_Chr11: 1,147,346 - 1,148,132 (-)	conserved hypothetical protein 	
CNAG_01875	C. neoformans var. grubii H99	CneoH99_Chr11: 1,148,539 - 1,153,810 (+)	WD repeat protein 	
CNAG_01876	C. neoformans var. grubii H99	CneoH99_Chr11: 1,153,981 - 1,156,861 (-)	TBC1 domain family member 5 	
CNAG_01877	C. neoformans var. grubii H99	CneoH99_Chr11: 1,158,055 - 1,160,112 (+)	GMP synthase 	
CNAG_01878	C. neoformans var. grubii H99	CneoH99_Chr11: 1,160,160 - 1,161,560 (-)	myo-inositol 2-dehydrogenase 	
CNAG_01879	C. neoformans var. grubii H99	CneoH99_Chr11: 1,161,809 - 1,163,975 (-)	carboxypeptidase Y 	
CNAG_01880	C. neoformans var. grubii H99	CneoH99_Chr11: 1,164,265 - 1,166,073 (-)	conserved hypothetical protein 	
CNAG_01881	C. neoformans var. grubii H99	CneoH99_Chr11: 1,166,392 - 1,167,330 (+)	grpe protein 	
CNAG_01882	C. neoformans var. grubii H99	CneoH99_Chr11: 1,167,426 - 1,169,745 (-)	protein-lysine N-methyltransferase 	
CNAG_01883	C. neoformans var. grubii H99	CneoH99_Chr11: 1,171,247 - 1,173,092 (-)	conserved hypothetical protein 	
CNAG_01884	C. neoformans var. grubii H99	CneoH99_Chr11: 1,174,327 - 1,176,233 (+)	large subunit ribosomal protein L3 	
CNAG_01885	C. neoformans var. grubii H99	CneoH99_Chr11: 1,176,246 - 1,178,494 (-)	DNA polymerase sigma 	
CNAG_01886	C. neoformans var. grubii H99	CneoH99_Chr11: 1,179,044 - 1,180,310 (+)	conserved hypothetical protein 	
CNAG_01889	C. neoformans var. grubii H99	CneoH99_Chr11: 1,183,684 - 1,184,962 (-)	glutathione S-transferase 	
CNAG_01890	C. neoformans var. grubii H99	CneoH99_Chr11: 1,185,400 - 1,188,365 (+)	5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase 	
CNAG_01891	C. neoformans var. grubii H99	CneoH99_Chr11: 1,188,624 - 1,190,465 (+)	RAD57 protein 	
CNAG_01892	C. neoformans var. grubii H99	CneoH99_Chr11: 1,190,460 - 1,191,715 (-)	conserved hypothetical protein 	
CNAG_01893	C. neoformans var. grubii H99	CneoH99_Chr11: 1,191,931 - 1,193,231 (+)	glutathione S-transferase Gst3 	
CNAG_01894	C. neoformans var. grubii H99	CneoH99_Chr11: 1,193,350 - 1,196,033 (-)	aspartyl-tRNA synthetase 2 	
CNAG_01895	C. neoformans var. grubii H99	CneoH99_Chr11: 1,196,209 - 1,196,989 (+)	conserved hypothetical protein 	
CNAG_01896	C. neoformans var. grubii H99	CneoH99_Chr11: 1,197,291 - 1,199,025 (-)	aldehyde reductase I 	
CNAG_01897	C. neoformans var. grubii H99	CneoH99_Chr11: 1,199,861 - 1,202,319 (-)	bromodomain transcription factor 	
CNAG_01898	C. neoformans var. grubii H99	CneoH99_Chr11: 1,202,755 - 1,204,501 (-)	nuclear protein 	
CNAG_01899	C. neoformans var. grubii H99	CneoH99_Chr11: 1,204,931 - 1,205,569 (+)	Byr1-binding protein Bob1 	
CNAG_01900	C. neoformans var. grubii H99	CneoH99_Chr11: 1,205,890 - 1,207,156 (-)	conserved hypothetical protein 	
CNAG_01901	C. neoformans var. grubii H99	CneoH99_Chr11: 1,207,520 - 1,208,994 (-)	conserved hypothetical protein 	
CNAG_01902	C. neoformans var. grubii H99	CneoH99_Chr11: 1,212,257 - 1,215,746 (+)	general transcriptional repressor 	
CNAG_01903	C. neoformans var. grubii H99	CneoH99_Chr11: 1,218,101 - 1,222,322 (-)	conserved hypothetical protein 	
CNAG_01904	C. neoformans var. grubii H99	CneoH99_Chr11: 1,222,780 - 1,224,670 (+)	vacuolar amino acid transporter 5 	
CNAG_01905	C. neoformans var. grubii H99	CneoH99_Chr11: 1,225,229 - 1,229,083 (-)	serine/threonine protein kinase 	
CNAG_01906	C. neoformans var. grubii H99	CneoH99_Chr11: 1,230,395 - 1,231,561 (+)	mitochondrial inheritance component mdm12 	
CNAG_01907	C. neoformans var. grubii H99	CneoH99_Chr11: 1,233,695 - 1,236,686 (+)	other/PLK protein kinase 	
CNAG_01908	C. neoformans var. grubii H99	CneoH99_Chr11: 1,237,125 - 1,238,024 (+)	uroporphyrinogen-III synthase 	
CNAG_01909	C. neoformans var. grubii H99	CneoH99_Chr11: 1,238,365 - 1,241,777 (+)	signal transducer 	
CNAG_01910	C. neoformans var. grubii H99	CneoH99_Chr11: 1,242,643 - 1,244,037 (+)	conserved hypothetical protein 	
CNAG_01911	C. neoformans var. grubii H99	CneoH99_Chr11: 1,244,461 - 1,247,054 (+)	conserved hypothetical protein 	
CNAG_01912	C. neoformans var. grubii H99	CneoH99_Chr11: 1,247,022 - 1,250,118 (-)	glutamine-dependent NAD(+) synthetase synthase 	
CNAG_01913	C. neoformans var. grubii H99	CneoH99_Chr11: 1,250,726 - 1,252,294 (+)	conserved hypothetical protein 	
CNAG_01914	C. neoformans var. grubii H99	CneoH99_Chr11: 1,252,911 - 1,254,075 (-)	mitochondrial protein 	
CNAG_01915	C. neoformans var. grubii H99	CneoH99_Chr11: 1,254,644 - 1,256,312 (-)	ribonucleotide reductase subunit 	
CNAG_01916	C. neoformans var. grubii H99	CneoH99_Chr11: 1,257,041 - 1,261,387 (+)	DNA mismatch repair protein msh6 	
CNAG_01917	C. neoformans var. grubii H99	CneoH99_Chr11: 1,261,561 - 1,262,680 (-)	conserved hypothetical protein 	
CNAG_01918	C. neoformans var. grubii H99	CneoH99_Chr11: 1,263,552 - 1,267,151 (+)	cytoskeletal regulatory protein binding protein 	
CNAG_01919	C. neoformans var. grubii H99	CneoH99_Chr11: 1,267,451 - 1,268,514 (-)	conserved hypothetical protein 	
CNAG_01920	C. neoformans var. grubii H99	CneoH99_Chr11: 1,268,803 - 1,270,692 (+)	polyubiquitin 	
CNAG_01921	C. neoformans var. grubii H99	CneoH99_Chr11: 1,270,849 - 1,271,277 (-)	predicted protein 	
CNAG_01922	C. neoformans var. grubii H99	CneoH99_Chr11: 1,272,526 - 1,273,334 (+)	alternative cyclin Pho80 	
CNAG_01923	C. neoformans var. grubii H99	CneoH99_Chr11: 1,274,538 - 1,276,100 (-)	arsenical pump-driving ATPase 	
CNAG_01924	C. neoformans var. grubii H99	CneoH99_Chr11: 1,276,428 - 1,277,353 (-)	conserved hypothetical protein 	
CNAG_01925	C. neoformans var. grubii H99	CneoH99_Chr11: 1,278,880 - 1,280,850 (-)	conserved hypothetical protein 	
CNAG_01926	C. neoformans var. grubii H99	CneoH99_Chr11: 1,282,887 - 1,285,419 (-)	peroxisome targeting signal receptor 	
CNAG_01927	C. neoformans var. grubii H99	CneoH99_Chr11: 1,285,703 - 1,286,625 (-)	conserved hypothetical protein 	
CNAG_01928	C. neoformans var. grubii H99	CneoH99_Chr11: 1,286,865 - 1,289,798 (+)	cytoplasmic protein 	
CNAG_01929	C. neoformans var. grubii H99	CneoH99_Chr11: 1,292,449 - 1,294,005 (+)	conserved hypothetical protein 	
CNAG_01930	C. neoformans var. grubii H99	CneoH99_Chr11: 1,294,486 - 1,297,745 (-)	endopeptidase 	
CNAG_01931	C. neoformans var. grubii H99	CneoH99_Chr11: 1,300,045 - 1,301,840 (-)	conserved hypothetical protein 	
CNAG_01933	C. neoformans var. grubii H99	CneoH99_Chr11: 1,302,694 - 1,303,646 (+)	hypothetical protein 	
CNAG_01934	C. neoformans var. grubii H99	CneoH99_Chr11: 1,303,727 - 1,305,031 (+)	predicted protein 	
CNAG_01935	C. neoformans var. grubii H99	CneoH99_Chr11: 1,305,359 - 1,308,513 (+)	conserved hypothetical protein 	
CNAG_01936	C. neoformans var. grubii H99	CneoH99_Chr11: 1,310,004 - 1,312,243 (-)	sugar transporter 	
CNAG_01937	C. neoformans var. grubii H99	CneoH99_Chr11: 1,313,991 - 1,314,392 (-)	predicted protein 	
CNAG_01938	C. neoformans var. grubii H99	CneoH99_Chr11: 1,315,667 - 1,318,884 (+)	CAMK/CAMKL protein kinase 	
CNAG_01939	C. neoformans var. grubii H99	CneoH99_Chr11: 1,320,559 - 1,323,273 (+)	fmHP 	
CNAG_01940	C. neoformans var. grubii H99	CneoH99_Chr11: 1,323,576 - 1,326,011 (-)	alpha-amylase A 	
CNAG_01941	C. neoformans var. grubii H99	CneoH99_Chr11: 1,327,114 - 1,329,660 (+)	glucan synthesis regulatory protein 	
CNAG_01942	C. neoformans var. grubii H99	CneoH99_Chr11: 1,330,445 - 1,330,952 (-)	hypothetical protein 	
CNAG_01943	C. neoformans var. grubii H99	CneoH99_Chr11: 1,331,317 - 1,332,706 (+)	conserved hypothetical protein 	
CNAG_01944	C. neoformans var. grubii H99	CneoH99_Chr11: 1,333,188 - 1,333,574 (-)	predicted protein 	
CNAG_01945	C. neoformans var. grubii H99	CneoH99_Chr11: 1,334,767 - 1,335,348 (-)	conserved hypothetical protein 	
CNAG_01946	C. neoformans var. grubii H99	CneoH99_Chr11: 1,335,959 - 1,337,934 (+)	allantoate permease 	
CNAG_01947	C. neoformans var. grubii H99	CneoH99_Chr11: 1,339,044 - 1,340,045 (+)	2,4-dienoyl-CoA reductase 	
CNAG_01948	C. neoformans var. grubii H99	CneoH99_Chr11: 1,341,038 - 1,344,263 (+)	nuclear protein 	
CNAG_01949	C. neoformans var. grubii H99	CneoH99_Chr11: 1,344,857 - 1,346,397 (+)	L-iditol 2-dehydrogenase 	
CNAG_01950	C. neoformans var. grubii H99	CneoH99_Chr11: 1,347,425 - 1,348,991 (-)	conserved hypothetical protein 	
CNAG_01951	C. neoformans var. grubii H99	CneoH99_Chr11: 1,349,236 - 1,350,250 (+)	40S ribosomal protein S22 	
CNAG_01952	C. neoformans var. grubii H99	CneoH99_Chr11: 1,351,550 - 1,353,518 (+)	aryl-alcohol dehydrogenase 	
CNAG_01953	C. neoformans var. grubii H99	CneoH99_Chr11: 1,354,075 - 1,355,842 (-)	conserved hypothetical protein 	
CNAG_01954	C. neoformans var. grubii H99	CneoH99_Chr11: 1,357,019 - 1,358,251 (-)	aldo/keto reductase 	
CNAG_01955	C. neoformans var. grubii H99	CneoH99_Chr11: 1,358,803 - 1,360,073 (+)	alcohol dehydrogenase 	
CNAG_01956	C. neoformans var. grubii H99	CneoH99_Chr11: 1,360,651 - 1,361,940 (+)	conserved hypothetical protein 	
CNAG_01957	C. neoformans var. grubii H99	CneoH99_Chr11: 1,362,128 - 1,363,190 (-)	endopeptidase 	
CNAG_01958	C. neoformans var. grubii H99	CneoH99_Chr11: 1,363,393 - 1,364,405 (+)	het-c2 protein 	
CNAG_01959	C. neoformans var. grubii H99	CneoH99_Chr11: 1,364,578 - 1,369,614 (+)	condensin 	
CNAG_01960	C. neoformans var. grubii H99	CneoH99_Chr11: 1,369,889 - 1,371,922 (-)	efflux protein EncT 	
CNAG_01961	C. neoformans var. grubii H99	CneoH99_Chr11: 1,373,739 - 1,375,799 (+)	MSP domain-containing protein 	
CNAG_01962	C. neoformans var. grubii H99	CneoH99_Chr11: 1,375,833 - 1,376,685 (-)	COQ4 	
CNAG_01963	C. neoformans var. grubii H99	CneoH99_Chr11: 1,376,987 - 1,377,732 (+)	CMP/dCMP deaminase zinc-binding 	
CNAG_01964	C. neoformans var. grubii H99	CneoH99_Chr11: 1,377,928 - 1,381,187 (-)	oligopeptide transporter 	
CNAG_01965	C. neoformans var. grubii H99	CneoH99_Chr11: 1,382,676 - 1,384,959 (-)	conserved hypothetical protein 	
CNAG_01968	C. neoformans var. grubii H99	CneoH99_Chr11: 1,392,271 - 1,393,080 (-)	conserved hypothetical protein 	
CNAG_01969	C. neoformans var. grubii H99	CneoH99_Chr11: 1,394,395 - 1,397,368 (-)	zinc metalloprotease 	
CNAG_01970	C. neoformans var. grubii H99	CneoH99_Chr11: 1,399,059 - 1,402,088 (+)	conserved hypothetical protein 	
CNAG_01971	C. neoformans var. grubii H99	CneoH99_Chr11: 1,404,859 - 1,405,737 (-)	predicted protein 	
CNAG_01972	C. neoformans var. grubii H99	CneoH99_Chr11: 1,407,095 - 1,410,234 (-)	C2H2 zinc finger protein Zas1A 	
CNAG_01973	C. neoformans var. grubii H99	CneoH99_Chr11: 1,411,957 - 1,416,240 (-)	C2H2 zinc finger protein Zas1A 	
CNAG_01974	C. neoformans var. grubii H99	CneoH99_Chr11: 1,416,445 - 1,416,891 (+)	50s ribosomal protein l36 	
CNAG_01975	C. neoformans var. grubii H99	CneoH99_Chr11: 1,417,572 - 1,421,104 (-)	helicase 	
CNAG_01976	C. neoformans var. grubii H99	CneoH99_Chr11: 1,421,486 - 1,422,495 (+)	60s ribosomal protein l23 	
CNAG_01977	C. neoformans var. grubii H99	CneoH99_Chr11: 1,423,242 - 1,424,726 (-)	predicted protein 	
CNAG_01978	C. neoformans var. grubii H99	CneoH99_Chr11: 1,425,645 - 1,426,991 (-)	prenyl-dependent CAAX protease 	
CNAG_01979	C. neoformans var. grubii H99	CneoH99_Chr11: 1,427,533 - 1,428,559 (+)	conserved hypothetical protein 	
CNAG_01980	C. neoformans var. grubii H99	CneoH99_Chr11: 1,428,873 - 1,430,680 (-)	conserved hypothetical protein 	
CNAG_01981	C. neoformans var. grubii H99	CneoH99_Chr11: 1,430,817 - 1,432,610 (-)	sulfide:quinone oxidoreductase 	
CNAG_01982	C. neoformans var. grubii H99	CneoH99_Chr11: 1,433,193 - 1,435,425 (+)	conserved hypothetical protein 	
CNAG_01983	C. neoformans var. grubii H99	CneoH99_Chr11: 1,445,483 - 1,447,651 (+)	cAMP-independent regulatory protein 	
CNAG_01984	C. neoformans var. grubii H99	CneoH99_Chr11: 1,448,392 - 1,449,956 (-)	transaldolase 	
CNAG_01985	C. neoformans var. grubii H99	CneoH99_Chr11: 1,451,425 - 1,453,614 (+)	conserved hypothetical protein 	
CNAG_01986	C. neoformans var. grubii H99	CneoH99_Chr11: 1,454,419 - 1,455,489 (-)	conserved hypothetical protein 	
CNAG_01987	C. neoformans var. grubii H99	CneoH99_Chr11: 1,456,627 - 1,460,302 (+)	carbohydrate binding protein 	
CNAG_01988	C. neoformans var. grubii H99	CneoH99_Chr11: 1,460,712 - 1,466,749 (-)	bacteriophytochrome histidine kinase 	
CNAG_01989	C. neoformans var. grubii H99	CneoH99_Chr11: 1,468,457 - 1,470,561 (+)	conserved hypothetical protein 	
CNAG_01990	C. neoformans var. grubii H99	CneoH99_Chr11: 1,471,049 - 1,472,361 (-)	40s ribosomal protein s5-1 	
CNAG_01991	C. neoformans var. grubii H99	CneoH99_Chr11: 1,473,664 - 1,474,938 (+)	cytochrome c oxidase subunit V 	
CNAG_01992	C. neoformans var. grubii H99	CneoH99_Chr11: 1,475,351 - 1,477,979 (-)	conserved hypothetical protein 	
CNAG_01993	C. neoformans var. grubii H99	CneoH99_Chr11: 1,479,898 - 1,481,276 (+)	conserved hypothetical protein 	
CNAG_01994	C. neoformans var. grubii H99	CneoH99_Chr11: 1,482,071 - 1,485,442 (-)	conserved hypothetical protein 	
CNAG_01995	C. neoformans var. grubii H99	CneoH99_Chr11: 1,486,895 - 1,487,780 (+)	conserved hypothetical protein 	
CNAG_01996	C. neoformans var. grubii H99	CneoH99_Chr11: 1,488,169 - 1,491,240 (-)	conserved hypothetical protein 	
CNAG_01997	C. neoformans var. grubii H99	CneoH99_Chr11: 1,491,662 - 1,493,491 (+)	prephenate dehydrogenase 	
CNAG_01999	C. neoformans var. grubii H99	CneoH99_Chr11: 1,494,672 - 1,495,929 (+)	predicted protein 	
CNAG_02000	C. neoformans var. grubii H99	CneoH99_Chr11: 1,496,299 - 1,498,007 (+)	short-chain dehydrogenase 	
CNAG_02001	C. neoformans var. grubii H99	CneoH99_Chr11: 1,498,310 - 1,503,443 (-)	inositol-polyphosphate 5-phosphatase 	
CNAG_02002	C. neoformans var. grubii H99	CneoH99_Chr11: 1,503,793 - 1,505,216 (+)	conserved hypothetical protein 	
CNAG_02004	C. neoformans var. grubii H99	CneoH99_Chr11: 1,510,028 - 1,511,243 (+)	OTU domain-containing protein 6B 	
CNAG_02005	C. neoformans var. grubii H99	CneoH99_Chr11: 1,511,624 - 1,513,008 (-)	conserved hypothetical protein 	
CNAG_02006	C. neoformans var. grubii H99	CneoH99_Chr11: 1,513,855 - 1,515,449 (+)	deamidase 	
CNAG_02007	C. neoformans var. grubii H99	CneoH99_Chr11: 1,515,663 - 1,517,116 (-)	adenylate kinase 	
CNAG_02008	C. neoformans var. grubii H99	CneoH99_Chr11: 1,517,561 - 1,519,029 (+)	nuclear protein 	
CNAG_02009	C. neoformans var. grubii H99	CneoH99_Chr11: 1,520,030 - 1,521,947 (+)	extensin 	
