[Gene ID]	[source_id]	[Genomic Location (Gene)]	[Product Description]	
YDR346C	YDR346C-t26_1	BK006938:1,167,214..1,168,659(-)	Svf1p	
YDR347W	YDR347W-t26_1	BK006938:1,169,178..1,170,143(+)	mitochondrial 37S ribosomal protein MRP1	
YDR348C	YDR348C-t26_1	BK006938:1,170,326..1,171,825(-)	Pal1p	
YDR349C	YDR349C-t26_1	BK006938:1,172,386..1,174,176(-)	putative aspartic endopeptidase	
YDR350C	YDR350C-t26_1	BK006938:1,176,120..1,178,174(-)	Atp22p	
YDR351W	YDR351W-t26_1	BK006938:1,178,666..1,181,260(+)	Sbe2p	
YDR352W	YDR352W-t26_1	BK006938:1,181,801..1,182,754(+)	Ypq2p	
YDR353W	YDR353W-t26_1	BK006938:1,183,299..1,184,258(+)	thioredoxin-disulfide reductase TRR1	
YDR354W	YDR354W-t26_1	BK006938:1,184,747..1,185,889(+)	anthranilate phosphoribosyltransferase	
YDR356W	YDR356W-t26_1	BK006938:1,186,107..1,188,941(+)	Spc110p	
YDR357C	YDR357C-t26_1	BK006938:1,189,199..1,189,567(-)	Cnl1p	
YDR358W	YDR358W-t26_1	BK006938:1,190,059..1,191,732(+)	ubiquitin-binding protein	
YDR359C	YDR359C-t26_1	BK006938:1,191,936..1,194,884(-)	Eaf1p	
YDR361C	YDR361C-t26_1	BK006938:1,195,412..1,196,263(-)	protein-transporting protein BCP1	
YDR362C	YDR362C-t26_1	BK006938:1,196,679..1,198,697(-)	transcription factor TFIIIC subunit TFC6	
YDR363W	YDR363W-t26_1	BK006938:1,199,183..1,200,553(+)	Esc2p	
YDR363W-A	YDR363W-A-t26_1	BK006938:1,202,128..1,202,397(+)	proteasome regulatory particle lid subunit SEM1	
YDR364C	YDR364C-t26_1	BK006938:1,202,843..1,204,210(-)	Cdc40p	
YDR365C	YDR365C-t26_1	BK006938:1,204,497..1,206,383(-)	Esf1p	
YDR365W-A	YDR365W-A-t26_1	BK006938:1,206,997..1,208,319(+)	gag protein	
YDR365W-B	YDR365W-B-t26_1	BK006938:1,206,997..1,212,265(+)	gag-pol fusion protein	
YDR366C	YDR366C-t26_1	BK006938:1,212,438..1,212,836(-)	hypothetical protein	
YDR367W	YDR367W-t26_1	BK006938:1,212,848..1,213,614(+)	Kei1p	
YDR368W	YDR368W-t26_1	BK006938:1,213,904..1,214,842(+)	trifunctional aldehyde reductase/carbonyl reductase (NADPH)/glucose 1-dehydrogenase (NADP(+)) YPR1	
YDR369C	YDR369C-t26_1	BK006938:1,215,016..1,217,580(-)	Xrs2p	
YDR370C	YDR370C-t26_1	BK006938:1,217,782..1,219,110(-)	Dxo1p	
YDR371W	YDR371W-t26_1	BK006938:1,219,413..1,220,948(+)	putative chitinase	
YDR372C	YDR372C-t26_1	BK006938:1,221,112..1,222,149(-)	Vps74p	
YDR373W	YDR373W-t26_1	BK006938:1,222,759..1,223,331(+)	frequenin	
YDR374C	YDR374C-t26_1	BK006938:1,223,474..1,224,394(-)	mRNA-binding phosphate metabolism regulator	
YDR374W-A	YDR374W-A-t26_1	BK006938:1,224,757..1,225,026(+)	Wip1p	
YDR375C	YDR375C-t26_1	BK006938:1,225,166..1,226,536(-)	bifunctional AAA family ATPase chaperone/translocase BCS1	
YDR376W	YDR376W-t26_1	BK006938:1,226,822..1,228,303(+)	NADPH-adrenodoxin reductase	
YDR377W	YDR377W-t26_1	BK006938:1,228,611..1,228,916(+)	F1F0 ATP synthase subunit f	
YDR378C	YDR378C-t26_1	BK006938:1,229,349..1,229,609(-)	U4/U6-U5 snRNP complex subunit LSM6	
YDR379C-A	YDR379C-A-t26_1	BK006938:1,233,278..1,233,517(-)	Sdh6p	
YDR379W	YDR379W-t26_1	BK006938:1,230,167..1,233,196(+)	Rga2p	
YDR380W	YDR380W-t26_1	BK006938:1,234,218..1,236,125(+)	phenylpyruvate decarboxylase ARO10	
YDR381C-A	YDR381C-A-t26_1	BK006938:1,238,312..1,238,850(-)	hypothetical protein	
YDR381W	YDR381W-t26_1	BK006938:1,236,558..1,238,004(+)	RNA-binding protein YRA1	
YDR382W	YDR382W-t26_1	BK006938:1,239,492..1,239,824(+)	ribosomal protein P2B	
YDR383C	YDR383C-t26_1	BK006938:1,239,960..1,240,676(-)	Nkp1p	
YDR384C	YDR384C-t26_1	BK006938:1,241,204..1,242,031(-)	putative ammonium permease ATO3	
YDR385W	YDR385W-t26_1	BK006938:1,243,230..1,245,758(+)	elongation factor 2	
YDR386W	YDR386W-t26_1	BK006938:1,246,084..1,247,982(+)	Mus81p	
YDR387C	YDR387C-t26_1	BK006938:1,248,154..1,249,821(-)	hypothetical protein	
YDR388W	YDR388W-t26_1	BK006938:1,250,186..1,251,634(+)	amphiphysin	
YDR389W	YDR389W-t26_1	BK006938:1,252,537..1,254,501(+)	Sac7p	
YDR390C	YDR390C-t26_1	BK006938:1,254,937..1,256,847(-)	E1 ubiquitin-activating protein UBA2	
YDR391C	YDR391C-t26_1	BK006938:1,257,358..1,258,056(-)	hypothetical protein	
YDR392W	YDR392W-t26_1	BK006938:1,258,696..1,259,709(+)	transcriptional regulator SPT3	
YDR393W	YDR393W-t26_1	BK006938:1,259,901..1,261,271(+)	She9p	
YDR394W	YDR394W-t26_1	BK006938:1,261,681..1,262,967(+)	proteasome regulatory particle base subunit RPT3	
YDR395W	YDR395W-t26_1	BK006938:1,263,324..1,266,158(+)	Sxm1p	
YDR397C	YDR397C-t26_1	BK006938:1,266,366..1,266,898(-)	negative cofactor 2 transcription regulator complex subunit NCB2	
YDR398W	YDR398W-t26_1	BK006938:1,267,471..1,269,402(+)	Utp5p	
YDR399W	YDR399W-t26_1	BK006938:1,270,068..1,270,733(+)	hypoxanthine phosphoribosyltransferase	
YDR400W	YDR400W-t26_1	BK006938:1,271,063..1,272,085(+)	trifunctional uridine nucleosidase/nicotinamide riboside hydrolase/nicotinic acid riboside hydrolase	
YDR402C	YDR402C-t26_1	BK006938:1,272,234..1,273,703(-)	putative cytochrome P450	
YDR403W	YDR403W-t26_1	BK006938:1,274,602..1,276,212(+)	Dit1p	
YDR404C	YDR404C-t26_1	BK006938:1,276,654..1,277,169(-)	DNA-directed RNA polymerase II subunit RPB7	
YDR405W	YDR405W-t26_1	BK006938:1,277,646..1,278,437(+)	mitochondrial 54S ribosomal protein YmL41	
YDR406W	YDR406W-t26_1	BK006938:1,279,210..1,283,799(+)	ATP-binding cassette multidrug transporter PDR15	
YDR407C	YDR407C-t26_1	BK006938:1,284,069..1,287,938(-)	Trs120p	
YDR408C	YDR408C-t26_1	BK006938:1,288,215..1,288,859(-)	phosphoribosylglycinamide formyltransferase	
YDR409W	YDR409W-t26_1	BK006938:1,289,406..1,292,120(+)	SUMO ligase SIZ1	
YDR410C	YDR410C-t26_1	BK006938:1,292,372..1,293,091(-)	protein-S-isoprenylcysteine carboxyl O-methyltransferase	
YDR411C	YDR411C-t26_1	BK006938:1,293,369..1,294,394(-)	Dfm1p	
YDR412W	YDR412W-t26_1	BK006938:1,294,693..1,295,400(+)	Rrp17p	
YDR414C	YDR414C-t26_1	BK006938:1,295,598..1,296,686(-)	Erd1p	
YDR415C	YDR415C-t26_1	BK006938:1,297,037..1,298,161(-)	putative aminopeptidase	
YDR416W	YDR416W-t26_1	BK006938:1,298,432..1,301,011(+)	mRNA splicing protein SYF1	
YDR418W	YDR418W-t26_1	BK006938:1,301,616..1,302,113(+)	ribosomal 60S subunit protein L12B	
YDR419W	YDR419W-t26_1	BK006938:1,303,174..1,305,072(+)	DNA-directed DNA polymerase eta	
YDR420W	YDR420W-t26_1	BK006938:1,306,267..1,311,675(+)	Hkr1p	
YDR421W	YDR421W-t26_1	BK006938:1,312,040..1,314,892(+)	Aro80p	
YDR422C	YDR422C-t26_1	BK006938:1,315,326..1,317,773(-)	Sip1p	
YDR423C	YDR423C-t26_1	BK006938:1,318,046..1,319,275(-)	Cad1p	
YDR424C	YDR424C-t26_1	BK006938:1,319,387..1,319,841(-)	dynein light chain	
YDR425W	YDR425W-t26_1	BK006938:1,320,064..1,321,941(+)	Snx41p	
YDR427W	YDR427W-t26_1	BK006938:1,322,205..1,323,386(+)	proteasome regulatory particle lid subunit RPN9	
YDR428C	YDR428C-t26_1	BK006938:1,323,454..1,324,239(-)	arylformamidase	
YDR429C	YDR429C-t26_1	BK006938:1,324,477..1,325,301(-)	translation initiation factor eIF3 subunit g	
YDR430C	YDR430C-t26_1	BK006938:1,325,501..1,328,470(-)	Cym1p	
YDR432W	YDR432W-t26_1	BK006938:1,328,783..1,330,027(+)	mRNA-binding protein NPL3	
YDR434W	YDR434W-t26_1	BK006938:1,331,237..1,332,841(+)	GPI-anchor transamidase GPI17	
YDR435C	YDR435C-t26_1	BK006938:1,332,983..1,333,969(-)	leucine carboxy methyltransferase	
YDR436W	YDR436W-t26_1	BK006938:1,334,821..1,336,953(+)	salt homeostasis regulator	
YDR437W	YDR437W-t26_1	BK006938:1,337,352..1,337,774(+)	phosphatidylinositol N-acetylglucosaminyltransferase GPI19	
YDR438W	YDR438W-t26_1	BK006938:1,338,274..1,339,386(+)	Thi74p	
YDR439W	YDR439W-t26_1	BK006938:1,339,676..1,340,719(+)	Lrs4p	
YDR440W	YDR440W-t26_1	BK006938:1,342,493..1,344,241(+)	histone methyltransferase DOT1	
YDR441C	YDR441C-t26_1	BK006938:1,344,517..1,345,062(-)	adenine phosphoribosyltransferase APT2	
YDR443C	YDR443C-t26_1	BK006938:1,345,676..1,349,938(-)	Ssn2p	
YDR444W	YDR444W-t26_1	BK006938:1,350,290..1,352,353(+)	putative hydrolase	
YDR446W	YDR446W-t26_1	BK006938:1,353,725..1,354,633(+)	Ecm11p	
YDR447C	YDR447C-t26_1	BK006938:1,354,829..1,355,553(-)	ribosomal 40S subunit protein S17B	
YDR448W	YDR448W-t26_1	BK006938:1,356,065..1,357,369(+)	chromatin-binding transcription regulator ADA2	
YDR449C	YDR449C-t26_1	BK006938:1,357,580..1,358,902(-)	snoRNA-binding rRNA-processing protein UTP6	
YDR450W	YDR450W-t26_1	BK006938:1,359,923..1,360,798(+)	ribosomal 40S subunit protein S18A	
YDR451C	YDR451C-t26_1	BK006938:1,361,120..1,362,181(-)	Yhp1p	
YDR452W	YDR452W-t26_1	BK006938:1,362,878..1,364,902(+)	endopolyphosphatase	
YDR453C	YDR453C-t26_1	BK006938:1,365,072..1,365,662(-)	thioredoxin peroxidase TSA2	
YDR454C	YDR454C-t26_1	BK006938:1,366,264..1,366,827(-)	guanylate kinase	
YDR456W	YDR456W-t26_1	BK006938:1,367,485..1,369,386(+)	bifunctional K:H/Na:H antiporter NHX1	
YDR457W	YDR457W-t26_1	BK006938:1,369,790..1,379,596(+)	E3 ubiquitin-protein ligase TOM1	
YDR458C	YDR458C-t26_1	BK006938:1,380,055..1,382,046(-)	Heh2p	
YDR459C	YDR459C-t26_1	BK006938:1,382,319..1,383,443(-)	palmitoyltransferase PFA5	
YDR460W	YDR460W-t26_1	BK006938:1,383,811..1,384,776(+)	TFIIH/NER complex subunit TFB3	
YDR461C-A	YDR461C-A-t26_1	BK006938:1,385,524..1,385,766(-)	hypothetical protein	
YDR461W	YDR461W-t26_1	BK006938:1,385,176..1,385,286(+)	mating pheromone a	
YDR462W	YDR462W-t26_1	BK006938:1,386,073..1,386,516(+)	mitochondrial 54S ribosomal protein YmL28	
YDR463W	YDR463W-t26_1	BK006938:1,386,816..1,388,375(+)	Stp1p	
YDR464W	YDR464W-t26_1	BK006938:1,388,872..1,393,179(+)	Spp41p	
YDR465C	YDR465C-t26_1	BK006938:1,393,336..1,394,574(-)	protein-arginine N5-methyltransferase	
YDR466W	YDR466W-t26_1	BK006938:1,395,121..1,397,817(+)	protein kinase PKH3	
YDR468C	YDR468C-t26_1	BK006938:1,398,026..1,398,700(-)	Tlg1p	
YDR469W	YDR469W-t26_1	BK006938:1,399,015..1,399,542(+)	Sdc1p	
YDR470C	YDR470C-t26_1	BK006938:1,399,706..1,401,214(-)	Ugo1p	
YDR471W	YDR471W-t26_1	BK006938:1,401,770..1,402,564(+)	ribosomal 60S subunit protein L27B	
YDR472W	YDR472W-t26_1	BK006938:1,403,322..1,404,173(+)	TRAPP subunit TRS31	
YDR473C	YDR473C-t26_1	BK006938:1,404,445..1,405,854(-)	U4/U6-U5 snRNP complex subunit PRP3	
YDR475C	YDR475C-t26_1	BK006938:1,407,464..1,410,094(-)	Jip4p	
YDR476C	YDR476C-t26_1	BK006938:1,410,453..1,411,127(-)	hypothetical protein	
YDR477W	YDR477W-t26_1	BK006938:1,412,373..1,414,274(+)	AMP-activated serine/threonine-protein kinase catalytic subunit SNF1	
YDR478W	YDR478W-t26_1	BK006938:1,414,575..1,415,171(+)	Snm1p	
YDR479C	YDR479C-t26_1	BK006938:1,415,210..1,416,874(-)	Pex29p	
YDR480W	YDR480W-t26_1	BK006938:1,417,399..1,418,370(+)	Dig2p	
YDR481C	YDR481C-t26_1	BK006938:1,418,550..1,420,250(-)	alkaline phosphatase PHO8	
YDR482C	YDR482C-t26_1	BK006938:1,420,431..1,420,838(-)	U2-type spliceosomal complex subunit CWC21	
YDR483W	YDR483W-t26_1	BK006938:1,421,157..1,422,485(+)	alpha-1,2-mannosyltransferase KRE2	
YDR484W	YDR484W-t26_1	BK006938:1,422,763..1,424,688(+)	Vps52p	
YDR485C	YDR485C-t26_1	BK006938:1,424,820..1,427,207(-)	Vps72p	
YDR486C	YDR486C-t26_1	BK006938:1,427,431..1,428,120(-)	Vps60p	
YDR487C	YDR487C-t26_1	BK006938:1,428,354..1,428,980(-)	3,4-dihydroxy-2-butanone-4-phosphate synthase RIB3	
YDR488C	YDR488C-t26_1	BK006938:1,429,188..1,430,789(-)	dynein intermediate chain	
YDR489W	YDR489W-t26_1	BK006938:1,431,012..1,431,896(+)	DNA replication protein SLD5	
YDR490C	YDR490C-t26_1	BK006938:1,431,968..1,434,268(-)	serine/threonine protein kinase PKH1	
YDR492W	YDR492W-t26_1	BK006938:1,434,924..1,435,874(+)	PAQR-type receptor	
YDR493W	YDR493W-t26_1	BK006938:1,436,217..1,436,588(+)	Mzm1p	
YDR494W	YDR494W-t26_1	BK006938:1,436,930..1,438,015(+)	mitochondrial 37S ribosomal protein RSM28	
YDR495C	YDR495C-t26_1	BK006938:1,438,115..1,441,150(-)	CORVET complex subunit VPS3	
YDR496C	YDR496C-t26_1	BK006938:1,441,433..1,443,403(-)	Puf6p	
YDR497C	YDR497C-t26_1	BK006938:1,443,713..1,445,467(-)	myo-inositol transporter ITR1	
YDR498C	YDR498C-t26_1	BK006938:1,445,843..1,446,994(-)	Sec20p	
YDR499W	YDR499W-t26_1	BK006938:1,447,830..1,450,073(+)	Lcd1p	
YDR500C	YDR500C-t26_1	BK006938:1,450,198..1,450,853(-)	ribosomal 60S subunit protein L37B	
YDR501W	YDR501W-t26_1	BK006938:1,451,353..1,452,918(+)	Plm2p	
YDR502C	YDR502C-t26_1	BK006938:1,453,310..1,454,464(-)	methionine adenosyltransferase SAM2	
YDR503C	YDR503C-t26_1	BK006938:1,455,042..1,455,866(-)	phosphatidate phosphatase LPP1	
YDR504C	YDR504C-t26_1	BK006938:1,456,311..1,456,694(-)	Spg3p	
YDR505C	YDR505C-t26_1	BK006938:1,456,695..1,459,220(-)	Psp1p	
YDR506C	YDR506C-t26_1	BK006938:1,459,728..1,461,554(-)	putative oxidoreductase	
YDR507C	YDR507C-t26_1	BK006938:1,462,358..1,465,786(-)	protein kinase GIN4	
YDR508C	YDR508C-t26_1	BK006938:1,466,453..1,468,444(-)	glutamine permease GNP1	
YDR510W	YDR510W-t26_1	BK006938:1,469,400..1,469,705(+)	SUMO family protein SMT3	
YDR511W	YDR511W-t26_1	BK006938:1,470,017..1,470,418(+)	Sdh7p	
YDR512C	YDR512C-t26_1	BK006938:1,470,500..1,471,063(-)	Emi1p	
YDR513W	YDR513W-t26_1	BK006938:1,471,017..1,471,448(+)	dithiol glutaredoxin GRX2	
YDR514C	YDR514C-t26_1	BK006938:1,471,548..1,472,999(-)	hypothetical protein	
YDR515W	YDR515W-t26_1	BK006938:1,473,429..1,474,772(+)	Slf1p	
YDR516C	YDR516C-t26_1	BK006938:1,474,974..1,476,476(-)	putative glucokinase	
YDR517W	YDR517W-t26_1	BK006938:1,477,239..1,478,357(+)	Grh1p	
YDR518W	YDR518W-t26_1	BK006938:1,478,608..1,480,161(+)	protein disulfide isomerase EUG1	
YDR519W	YDR519W-t26_1	BK006938:1,480,425..1,480,832(+)	peptidylprolyl isomerase family protein FPR2	
YDR520C	YDR520C-t26_1	BK006938:1,481,085..1,483,403(-)	Urc2p	
YDR522C	YDR522C-t26_1	BK006938:1,483,795..1,485,303(-)	Sps2p	
YDR523C	YDR523C-t26_1	BK006938:1,485,566..1,487,038(-)	putative serine/threonine protein kinase SPS1	
YDR524C	YDR524C-t26_1	BK006938:1,487,542..1,488,990(-)	Age1p	
YDR524C-B	YDR524C-B-t26_1	BK006938:1,489,598..1,489,798(-)	hypothetical protein	
YDR524W-C	YDR524W-C-t26_1	BK006938:1,489,403..1,489,492(+)	hypothetical protein	
YDR525W-A	YDR525W-A-t26_1	BK006938:1,490,596..1,490,835(+)	Sna2p	
YDR527W	YDR527W-t26_1	BK006938:1,491,094..1,492,413(+)	Rba50p	
YDR528W	YDR528W-t26_1	BK006938:1,494,586..1,495,857(+)	Hlr1p	
YDR529C	YDR529C-t26_1	BK006938:1,496,165..1,496,548(-)	ubiquinol--cytochrome-c reductase subunit 7	
YDR530C	YDR530C-t26_1	BK006938:1,496,791..1,497,768(-)	bifunctional AP-4-A phosphorylase/ADP sulfurylase	
YDR531W	YDR531W-t26_1	BK006938:1,498,232..1,499,335(+)	pantothenate kinase	
YDR532C	YDR532C-t26_1	BK006938:1,499,396..1,500,553(-)	Kre28p	
YDR533C	YDR533C-t26_1	BK006938:1,501,447..1,502,160(-)	glutathione-independent methylglyoxalase	
YDR534C	YDR534C-t26_1	BK006938:1,503,314..1,504,900(-)	Fit1p	
YDR536W	YDR536W-t26_1	BK006938:1,508,005..1,509,714(+)	glucose-inactivated glycerol proton symporter STL1	
YDR538W	YDR538W-t26_1	BK006938:1,510,902..1,511,630(+)	phenylacrylic acid decarboxylase PAD1	
YDR539W	YDR539W-t26_1	BK006938:1,512,094..1,513,605(+)	putative phenylacrylic acid decarboxylase FDC1	
YDR540C	YDR540C-t26_1	BK006938:1,517,136..1,517,675(-)	Irc4p	
YDR541C	YDR541C-t26_1	BK006938:1,519,664..1,520,698(-)	carbonyl reductase (NADPH-dependent)	
YDR542W	YDR542W-t26_1	BK006938:1,523,249..1,523,611(+)	seripauperin PAU10	
YDR545W	YDR545W-t26_1	BK006938:1,526,321..1,531,711(+)	Y' element ATP-dependent helicase protein 1 copy 1	
YEL001C	YEL001C-t26_1	BK006939:150,301..150,978(-)	Irc22p	
YEL002C	YEL002C-t26_1	BK006939:148,722..150,014(-)	dolichyl-diphosphooligosaccharide-protein glycotransferase	
YEL003W	YEL003W-t26_1	BK006939:148,176..148,599(+)	tubulin-binding prefolding complex subunit GIM4	
YEL004W	YEL004W-t26_1	BK006939:146,951..147,979(+)	Yea4p	
YEL005C	YEL005C-t26_1	BK006939:145,907..146,755(-)	Vab2p	
YEL006W	YEL006W-t26_1	BK006939:144,327..145,334(+)	NAD+ transporter	
YEL007W	YEL007W-t26_1	BK006939:141,892..143,892(+)	Mit1p	
YEL009C	YEL009C-t26_1	BK006939:138,918..139,763(-)	amino acid starvation-responsive transcription factor GCN4	
YEL011W	YEL011W-t26_1	BK006939:133,120..135,234(+)	1,4-alpha-glucan branching enzyme	
YEL012W	YEL012W-t26_1	BK006939:131,772..132,551(+)	E2 ubiquitin-conjugating protein UBC8	
YEL013W	YEL013W-t26_1	BK006939:128,825..130,561(+)	protein anchor VAC8	
YEL015W	YEL015W-t26_1	BK006939:126,629..128,284(+)	Edc3p	
YEL016C	YEL016C-t26_1	BK006939:124,737..126,218(-)	nucleotide diphosphatase/phosphodiesterase NPP2	
YEL017C-A	YEL017C-A-t26_1	BK006939:122,798..122,929(-)	proteolipid ATPase	
YEL017W	YEL017W-t26_1	BK006939:123,657..124,670(+)	Gtt3p	
YEL018W	YEL018W-t26_1	BK006939:121,471..122,310(+)	Eaf5p	
YEL019C	YEL019C-t26_1	BK006939:120,498..121,301(-)	SUMO ligase MMS21	
YEL020C	YEL020C-t26_1	BK006939:118,617..120,299(-)	putative indolepyruvate decarboxylase family protein	
YEL020W-A	YEL020W-A-t26_1	BK006939:117,211..117,474(+)	protein transporter TIM9	
YEL021W	YEL021W-t26_1	BK006939:116,167..116,970(+)	orotidine-5'-phosphate decarboxylase	
YEL022W	YEL022W-t26_1	BK006939:111,421..115,800(+)	Arf family guanine nucleotide exchange factor GEA2	
YEL023C	YEL023C-t26_1	BK006939:108,504..110,552(-)	hypothetical protein	
YEL024W	YEL024W-t26_1	BK006939:107,260..107,907(+)	ubiquinol--cytochrome-c reductase catalytic subunit RIP1	
YEL025C	YEL025C-t26_1	BK006939:102,581..106,147(-)	hypothetical protein	
YEL026W	YEL026W-t26_1	BK006939:101,943..102,323(+)	RNA binding protein SNU13	
YEL027W	YEL027W-t26_1	BK006939:100,769..101,251(+)	H(+)-transporting V0 sector ATPase subunit c	
YEL029C	YEL029C-t26_1	BK006939:96,858..97,796(-)	putative pyridoxal kinase BUD16	
YEL030W	YEL030W-t26_1	BK006939:94,644..96,578(+)	Hsp70 family ATPase ECM10	
YEL031W	YEL031W-t26_1	BK006939:90,258..93,905(+)	ion-transporting P-type ATPase SPF1	
YEL032W	YEL032W-t26_1	BK006939:86,937..89,852(+)	MCM DNA helicase complex subunit MCM3	
YEL033W	YEL033W-t26_1	BK006939:86,179..86,598(+)	Mtc7p	
YEL034W	YEL034W-t26_1	BK006939:85,676..86,149(+)	translation elongation factor eIF-5A	
YEL035C	YEL035C-t26_1	BK006939:85,045..85,545(-)	Utr5p	
YEL036C	YEL036C-t26_1	BK006939:83,050..84,552(-)	Anp1p	
YEL037C	YEL037C-t26_1	BK006939:81,407..82,603(-)	Rad23p	
YEL038W	YEL038W-t26_1	BK006939:80,462..81,145(+)	putative acireductone synthase UTR4	
YEL039C	YEL039C-t26_1	BK006939:79,636..79,977(-)	cytochrome c isoform 2	
YEL040W	YEL040W-t26_1	BK006939:78,053..79,456(+)	Utr2p	
YEL041W	YEL041W-t26_1	BK006939:75,944..77,431(+)	NADH/NAD(+) kinase	
YEL042W	YEL042W-t26_1	BK006939:73,771..75,327(+)	guanosine diphosphatase	
YEL043W	YEL043W-t26_1	BK006939:70,478..73,348(+)	hypothetical protein	
YEL044W	YEL044W-t26_1	BK006939:69,757..70,257(+)	Ies6p	
YEL046C	YEL046C-t26_1	BK006939:67,629..68,792(-)	threonine aldolase GLY1	
YEL047C	YEL047C-t26_1	BK006939:65,385..66,797(-)	fumarate reductase	
YEL048C	YEL048C-t26_1	BK006939:64,709..65,167(-)	Tca17p	
YEL049W	YEL049W-t26_1	BK006939:63,728..64,090(+)	seripauperin PAU2	
YEL050C	YEL050C-t26_1	BK006939:59,670..60,851(-)	mitochondrial 54S ribosomal protein RML2	
YEL051W	YEL051W-t26_1	BK006939:58,378..59,148(+)	H(+)-transporting V1 sector ATPase subunit D	
YEL052W	YEL052W-t26_1	BK006939:56,571..58,100(+)	Afg1p	
YEL053C	YEL053C-t26_1	BK006939:53,901..56,102(-)	Mak10p	
YEL054C	YEL054C-t26_1	BK006939:52,721..53,218(-)	ribosomal 60S subunit protein L12A	
YEL055C	YEL055C-t26_1	BK006939:48,471..51,539(-)	DNA-directed DNA polymerase	
YEL056W	YEL056W-t26_1	BK006939:47,168..48,373(+)	Hat2p	
YEL057C	YEL057C-t26_1	BK006939:45,020..45,721(-)	Sdd1p	
YEL058W	YEL058W-t26_1	BK006939:43,252..44,925(+)	phosphoacetylglucosamine mutase PCM1	
YEL059C-A	YEL059C-A-t26_1	BK006939:42,400..42,624(-)	Som1p	
YEL060C	YEL060C-t26_1	BK006939:40,046..41,953(-)	proteinase B	
YEL061C	YEL061C-t26_1	BK006939:36,535..39,537(-)	kinesin motor protein CIN8	
YEL062W	YEL062W-t26_1	BK006939:34,407..36,254(+)	nitrogen permease regulating protein NPR2	
YEL063C	YEL063C-t26_1	BK006939:31,694..33,466(-)	arginine permease CAN1	
YEL064C	YEL064C-t26_1	BK006939:29,797..31,239(-)	Avt2p	
YEL065W	YEL065W-t26_1	BK006939:27,657..29,543(+)	siderophore transporter	
YEL066W	YEL066W-t26_1	BK006939:26,667..27,206(+)	D-amino-acid N-acetyltransferase	
YEL067C	YEL067C-t26_1	BK006939:26,189..26,776(-)	hypothetical protein	
YEL068C	YEL068C-t26_1	BK006939:25,646..25,978(-)	hypothetical protein	
YEL069C	YEL069C-t26_1	BK006939:21,537..23,231(-)	hexose transporter HXT13	
YEL070W	YEL070W-t26_1	BK006939:19,589..21,097(+)	mannitol dehydrogenase DSF1	
YEL071W	YEL071W-t26_1	BK006939:16,355..17,845(+)	D-lactate dehydrogenase	
YEL072W	YEL072W-t26_1	BK006939:13,720..14,415(+)	Rmd6p	
YEL073C	YEL073C-t26_1	BK006939:7,230..7,553(-)	hypothetical protein	
YEL075C	YEL075C-t26_1	BK006939:5,345..5,713(-)	hypothetical protein	
YEL076C	YEL076C-t26_1	BK006939:4,464..5,114(-)	hypothetical protein	
YEL076C-A	YEL076C-A-t26_1	BK006939:4,185..5,114(-)	hypothetical protein	
YEL077C	YEL077C-t26_1	BK006939:264..4,097(-)	Y' element ATP-dependent helicase	
YER001W	YER001W-t26_1	BK006939:153,520..155,808(+)	alpha-1,3-mannosyltransferase MNN1	
YER002W	YER002W-t26_1	BK006939:156,803..157,498(+)	Nop16p	
YER003C	YER003C-t26_1	BK006939:157,736..159,118(-)	mannose-6-phosphate isomerase PMI40	
YER004W	YER004W-t26_1	BK006939:159,580..160,275(+)	Fmp52p	
YER005W	YER005W-t26_1	BK006939:160,550..162,442(+)	apyrase	
YER006W	YER006W-t26_1	BK006939:162,723..164,285(+)	RNA-binding GTPase NUG1	
YER007C-A	YER007C-A-t26_1	BK006939:166,237..166,885(-)	Tma20p	
YER007W	YER007W-t26_1	BK006939:164,527..166,083(+)	Pac2p	
YER008C	YER008C-t26_1	BK006939:167,808..171,818(-)	GTP-Rho binding exocyst subunit SEC3	
YER009W	YER009W-t26_1	BK006939:172,115..172,492(+)	Ran GTPase-binding protein NTF2	
YER010C	YER010C-t26_1	BK006939:172,634..173,338(-)	bifunctional 4-hydroxy-4-methyl-2-oxoglutarate aldolase/oxaloacetate decarboxylase	
YER011W	YER011W-t26_1	BK006939:175,248..176,012(+)	GPI-anchored mannoprotein	
YER012W	YER012W-t26_1	BK006939:177,835..178,431(+)	proteasome core particle subunit beta 4	
YER013W	YER013W-t26_1	BK006939:178,841..182,278(+)	DEAH-box ATP-dependent RNA helicase PRP22	
YER014C-A	YER014C-A-t26_1	BK006939:183,731..184,700(-)	Bud25p	
YER014W	YER014W-t26_1	BK006939:182,600..184,219(+)	oxygen-dependent protoporphyrinogen oxidase	
YER015W	YER015W-t26_1	BK006939:184,541..186,775(+)	medium-chain fatty acid-CoA ligase FAA2	
YER016W	YER016W-t26_1	BK006939:188,277..189,311(+)	microtubule-binding protein BIM1	
YER017C	YER017C-t26_1	BK006939:189,503..191,788(-)	AAA family ATPase AFG3	
YER018C	YER018C-t26_1	BK006939:191,959..192,624(-)	kinetochore-associated Ndc80 complex subunit SPC25	
YER019C-A	YER019C-A-t26_1	BK006939:194,273..194,539(-)	Arf family guanine nucleotide exchange factor SBH2	
YER019W	YER019W-t26_1	BK006939:192,797..194,230(+)	inositol phosphosphingolipid phospholipase	
